id;id_ra;cod_natureza;mes;ano;quantidade
803;1;11;11;2023;4
804;1;11;12;2023;4
805;1;32;1;2023;6
806;1;32;2;2023;7
807;1;32;3;2023;9
808;1;32;4;2023;2
809;1;32;5;2023;2
810;1;32;6;2023;8
811;1;32;7;2023;5
812;1;32;8;2023;7
813;1;32;9;2023;6
814;1;32;10;2023;7
815;1;32;11;2023;6
816;1;32;12;2023;10
817;1;1;1;2024;0
818;1;1;2;2024;1
819;1;1;3;2024;0
820;1;1;4;2024;1
821;1;1;5;2024;0
822;1;1;6;2024;1
823;1;1;7;2024;0
824;1;1;8;2024;1
825;1;1;9;2024;1
826;1;1;10;2024;0
827;1;1;11;2024;0
828;1;1;12;2024;0
829;1;2;1;2024;2
830;1;2;2;2024;1
831;1;2;3;2024;0
832;1;2;4;2024;1
833;1;2;5;2024;0
834;1;2;6;2024;0
835;1;2;7;2024;1
836;1;2;8;2024;0
837;1;2;9;2024;0
838;1;2;10;2024;0
839;1;2;11;2024;0
840;1;2;12;2024;1
841;1;23;1;2024;3
842;1;23;2;2024;7
843;1;23;3;2024;2
844;1;23;4;2024;2
845;1;23;5;2024;6
846;1;23;6;2024;2
847;1;23;7;2024;1
848;1;23;8;2024;2
849;1;23;9;2024;3
850;1;23;10;2024;1
851;1;23;11;2024;1
852;1;23;12;2024;0
853;1;7;1;2024;0
854;1;7;2;2024;0
855;1;7;3;2024;0
856;1;7;4;2024;0
857;1;7;5;2024;0
858;1;7;6;2024;0
859;1;7;7;2024;0
860;1;7;8;2024;0
861;1;7;9;2024;0
862;1;7;10;2024;0
863;1;7;11;2024;0
864;1;7;12;2024;0
865;1;27;1;2024;0
866;1;27;2;2024;0
867;1;27;3;2024;0
868;1;27;4;2024;0
869;1;27;5;2024;0
870;1;27;6;2024;0
871;1;27;7;2024;0
872;1;27;8;2024;0
873;1;27;9;2024;0
874;1;27;10;2024;0
875;1;27;11;2024;0
876;1;27;12;2024;0
877;1;28;1;2024;0
878;1;28;2;2024;0
879;1;28;3;2024;0
880;1;28;4;2024;0
881;1;28;5;2024;0
882;1;28;6;2024;0
883;1;28;7;2024;0
884;1;28;8;2024;0
885;1;28;9;2024;0
886;1;28;10;2024;0
887;1;28;11;2024;0
888;1;28;12;2024;0
889;1;29;1;2024;4
890;1;29;2;2024;4
891;1;29;3;2024;4
892;1;29;4;2024;1
893;1;29;5;2024;7
894;1;29;6;2024;2
895;1;29;7;2024;0
896;1;29;8;2024;2
897;1;29;9;2024;3
898;1;29;10;2024;0
899;1;29;11;2024;1
900;1;29;12;2024;1
901;1;30;1;2024;0
902;1;30;2;2024;1
903;1;30;3;2024;1
904;1;30;4;2024;0
905;1;30;5;2024;0
906;1;30;6;2024;0
907;1;30;7;2024;1
908;1;30;8;2024;2
909;1;30;9;2024;0
910;1;30;10;2024;0
911;1;30;11;2024;0
912;1;30;12;2024;0
913;1;3;1;2024;6
914;1;3;2;2024;8
915;1;3;3;2024;4
916;1;3;4;2024;2
917;1;3;5;2024;6
918;1;3;6;2024;5
919;1;3;7;2024;2
920;1;3;8;2024;2
921;1;3;9;2024;1
922;1;3;10;2024;4
923;1;3;11;2024;3
924;1;3;12;2024;1
925;1;8;1;2024;1
926;1;8;2;2024;1
927;1;8;3;2024;2
928;1;8;4;2024;1
929;1;8;5;2024;0
930;1;8;6;2024;0
931;1;8;7;2024;0
932;1;8;8;2024;0
933;1;8;9;2024;0
934;1;8;10;2024;0
935;1;8;11;2024;0
936;1;8;12;2024;1
937;1;4;1;2024;0
938;1;4;2;2024;1
939;1;4;3;2024;0
940;1;4;4;2024;0
941;1;4;5;2024;0
942;1;4;6;2024;0
943;1;4;7;2024;0
944;1;4;8;2024;0
945;1;4;9;2024;0
946;1;4;10;2024;0
947;1;4;11;2024;0
948;1;4;12;2024;0
949;1;31;1;2024;1
950;1;31;2;2024;0
951;1;31;3;2024;0
952;1;31;4;2024;0
953;1;31;5;2024;0
954;1;31;6;2024;0
955;1;31;7;2024;0
956;1;31;8;2024;0
957;1;31;9;2024;0
958;1;31;10;2024;1
959;1;31;11;2024;1
960;1;31;12;2024;1
961;1;6;1;2024;0
962;1;6;2;2024;0
963;1;6;3;2024;0
964;1;6;4;2024;0
965;1;6;5;2024;0
966;1;6;6;2024;0
967;1;6;7;2024;0
968;1;6;8;2024;0
969;1;6;9;2024;0
970;1;6;10;2024;0
971;1;6;11;2024;0
972;1;6;12;2024;0
973;1;13;1;2024;1
974;1;13;2;2024;2
975;1;13;3;2024;1
976;1;13;4;2024;1
977;1;13;5;2024;0
978;1;13;6;2024;0
979;1;13;7;2024;0
980;1;13;8;2024;2
981;1;13;9;2024;1
982;1;13;10;2024;1
983;1;13;11;2024;0
984;1;13;12;2024;0
985;1;19;1;2024;0
986;1;19;2;2024;0
987;1;19;3;2024;0
988;1;19;4;2024;0
989;1;19;5;2024;0
990;1;19;6;2024;0
991;1;19;7;2024;0
992;1;19;8;2024;0
993;1;19;9;2024;0
994;1;19;10;2024;0
995;1;19;11;2024;0
996;1;19;12;2024;0
997;1;11;1;2024;0
998;1;11;2;2024;2
999;1;11;3;2024;1
1000;1;11;4;2024;2
1001;1;11;5;2024;1
1002;1;11;6;2024;2
1003;1;11;7;2024;0
1004;1;11;8;2024;1
1005;1;11;9;2024;1
1006;1;11;10;2024;0
1007;1;11;11;2024;3
1008;1;11;12;2024;0
1009;1;32;1;2024;3
1010;1;32;2;2024;6
1011;1;32;3;2024;2
1012;1;32;4;2024;1
1013;1;32;5;2024;0
1014;1;32;6;2024;1
1015;1;32;7;2024;1
1016;1;32;8;2024;0
1017;1;32;9;2024;1
1018;1;32;10;2024;1
1019;1;32;11;2024;0
1020;1;32;12;2024;0
1021;2;1;1;2020;2
1022;2;1;2;2020;4
1023;2;1;3;2020;4
1024;2;1;4;2020;4
1025;2;1;5;2020;0
1026;2;1;6;2020;1
1027;2;1;7;2020;1
1028;2;1;8;2020;0
1029;2;1;9;2020;2
1030;2;1;10;2020;2
1031;2;1;11;2020;0
1032;2;1;12;2020;2
1033;2;2;1;2020;100
1034;2;2;2;2020;149
1035;2;2;3;2020;47
1036;2;2;4;2020;13
1037;2;2;5;2020;9
1038;2;2;6;2020;19
1039;2;2;7;2020;24
1040;2;2;8;2020;18
1041;2;2;9;2020;17
1042;2;2;10;2020;18
1043;2;2;11;2020;18
1044;2;2;12;2020;11
1045;2;23;1;2020;259
1046;2;23;2;2020;316
1047;2;23;3;2020;243
1048;2;23;4;2020;76
1049;2;23;5;2020;101
1050;2;23;6;2020;80
1051;2;23;7;2020;78
1052;2;23;8;2020;81
1053;2;23;9;2020;98
1054;2;23;10;2020;121
1055;2;23;11;2020;136
1056;2;23;12;2020;117
1057;2;7;1;2020;1
1058;2;7;2;2020;2
1059;2;7;3;2020;1
1060;2;7;4;2020;1
1061;2;7;5;2020;1
1062;2;7;6;2020;0
1063;2;7;7;2020;1
1064;2;7;8;2020;0
