id;mes;ano;RegiaoAdministrativa;natureza;quantidade
1;1;2020;ARNIQUEIRA;ESTUPRO;1
2;2;2020;ARNIQUEIRA;ESTUPRO;2
3;3;2020;ARNIQUEIRA;ESTUPRO;0
4;4;2020;ARNIQUEIRA;ESTUPRO;2
5;5;2020;ARNIQUEIRA;ESTUPRO;0
6;6;2020;ARNIQUEIRA;ESTUPRO;0
7;7;2020;ARNIQUEIRA;ESTUPRO;0
8;8;2020;ARNIQUEIRA;ESTUPRO;0
9;9;2020;ARNIQUEIRA;ESTUPRO;1
10;10;2020;ARNIQUEIRA;ESTUPRO;0
11;11;2020;ARNIQUEIRA;ESTUPRO;0
12;12;2020;ARNIQUEIRA;ESTUPRO;0
13;1;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;3
14;2;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;0
15;3;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;0
16;4;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;0
17;5;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;0
18;6;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;0
19;7;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;0
20;8;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;1
21;9;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;0
22;10;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;0
23;11;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;2
24;12;2020;ARNIQUEIRA;FURTO A TRANSEUNTE;2
25;1;2020;ARNIQUEIRA;FURTO EM VEÍCULO;1
26;2;2020;ARNIQUEIRA;FURTO EM VEÍCULO;4
27;3;2020;ARNIQUEIRA;FURTO EM VEÍCULO;6
28;4;2020;ARNIQUEIRA;FURTO EM VEÍCULO;8
29;5;2020;ARNIQUEIRA;FURTO EM VEÍCULO;4
30;6;2020;ARNIQUEIRA;FURTO EM VEÍCULO;8
31;7;2020;ARNIQUEIRA;FURTO EM VEÍCULO;3
32;8;2020;ARNIQUEIRA;FURTO EM VEÍCULO;2
33;9;2020;ARNIQUEIRA;FURTO EM VEÍCULO;7
34;10;2020;ARNIQUEIRA;FURTO EM VEÍCULO;5
35;11;2020;ARNIQUEIRA;FURTO EM VEÍCULO;4
36;12;2020;ARNIQUEIRA;FURTO EM VEÍCULO;2
37;1;2020;ARNIQUEIRA;HOMICÍDIO;0
38;2;2020;ARNIQUEIRA;HOMICÍDIO;1
39;3;2020;ARNIQUEIRA;HOMICÍDIO;1
40;4;2020;ARNIQUEIRA;HOMICÍDIO;1
41;5;2020;ARNIQUEIRA;HOMICÍDIO;0
42;6;2020;ARNIQUEIRA;HOMICÍDIO;0
43;7;2020;ARNIQUEIRA;HOMICÍDIO;0
44;8;2020;ARNIQUEIRA;HOMICÍDIO;1
45;9;2020;ARNIQUEIRA;HOMICÍDIO;0
46;10;2020;ARNIQUEIRA;HOMICÍDIO;1
47;11;2020;ARNIQUEIRA;HOMICÍDIO;1
48;12;2020;ARNIQUEIRA;HOMICÍDIO;0
49;1;2020;ARNIQUEIRA;LATROCÍNIO;0
50;2;2020;ARNIQUEIRA;LATROCÍNIO;0
51;3;2020;ARNIQUEIRA;LATROCÍNIO;0
52;4;2020;ARNIQUEIRA;LATROCÍNIO;0
53;5;2020;ARNIQUEIRA;LATROCÍNIO;0
54;6;2020;ARNIQUEIRA;LATROCÍNIO;0
55;7;2020;ARNIQUEIRA;LATROCÍNIO;0
56;8;2020;ARNIQUEIRA;LATROCÍNIO;0
57;9;2020;ARNIQUEIRA;LATROCÍNIO;0
58;10;2020;ARNIQUEIRA;LATROCÍNIO;0
59;11;2020;ARNIQUEIRA;LATROCÍNIO;0
60;12;2020;ARNIQUEIRA;LATROCÍNIO;1
61;1;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
62;2;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
63;3;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
64;4;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
65;5;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
66;6;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
67;7;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
68;8;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
69;9;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
70;10;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
71;11;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
72;12;2020;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
73;1;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;8
74;2;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;5
75;3;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;4
76;4;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;8
77;5;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;2
78;6;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;7
79;7;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;8
80;8;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;3
81;9;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
82;10;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;4
83;11;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;4
84;12;2020;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;8
85;1;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
86;2;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;2
87;3;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;2
88;4;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;0
89;5;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
90;6;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
91;7;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;0
92;8;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
93;9;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
94;10;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
95;11;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;4
96;12;2020;ARNIQUEIRA;POSSE/PORTE DE ARMA;3
97;1;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;13
98;2;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;18
99;3;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;18
100;4;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;19
101;5;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;30
102;6;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;12
103;7;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;21
104;8;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;14
105;9;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;11
106;10;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;13
107;11;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;4
108;12;2020;ARNIQUEIRA;ROUBO A TRANSEUNTE;12
109;1;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;4
110;2;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;1
111;3;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;1
112;4;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;2
113;5;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;4
114;6;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;1
115;7;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;4
116;8;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;5
117;9;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;2
118;10;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;1
119;11;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;2
120;12;2020;ARNIQUEIRA;ROUBO DE VEÍCULO;3
121;1;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
122;2;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
123;3;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
124;4;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
125;5;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
126;6;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
127;7;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
128;8;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
129;9;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
130;10;2020;ARNIQUEIRA;ROUBO EM COLETIVO;1
131;11;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
132;12;2020;ARNIQUEIRA;ROUBO EM COLETIVO;0
133;1;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;3
134;2;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
135;3;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;3
136;4;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
137;5;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
138;6;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;1
139;7;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;2
140;8;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;1
141;9;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
142;10;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;1
143;11;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;2
144;12;2020;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
145;1;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
146;2;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
147;3;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
148;4;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
149;5;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;1
150;6;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
151;7;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;1
152;8;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
153;9;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
154;10;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
155;11;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
156;12;2020;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
157;1;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
158;2;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;1
159;3;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
160;4;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
161;5;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
162;6;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
163;7;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;1
164;8;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;1
165;9;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;1
166;10;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;1
167;11;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;2
168;12;2020;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;1
169;1;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
170;2;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
171;3;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
172;4;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
173;5;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
174;6;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
175;7;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
176;8;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;1
177;9;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;1
178;10;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
179;11;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
180;12;2020;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
181;1;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;3
182;2;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;4
183;3;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;3
184;4;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;3
185;5;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;8
186;6;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;2
187;7;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;1
188;8;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;3
189;9;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;3
190;10;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;4
191;11;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;4
192;12;2020;ARNIQUEIRA;TRÁFICO DE DROGAS;3
193;1;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;7
194;2;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;12
195;3;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;9
196;4;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;4
197;5;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;7
198;6;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;5
199;7;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;5
200;8;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;4
201;9;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;11
202;10;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;12
203;11;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;6
204;12;2020;ARNIQUEIRA;USO E PORTE DE DROGAS;9
205;1;2021;ARNIQUEIRA;ESTUPRO;1
206;2;2021;ARNIQUEIRA;ESTUPRO;0
207;3;2021;ARNIQUEIRA;ESTUPRO;1
208;4;2021;ARNIQUEIRA;ESTUPRO;0
209;5;2021;ARNIQUEIRA;ESTUPRO;0
210;6;2021;ARNIQUEIRA;ESTUPRO;0
211;7;2021;ARNIQUEIRA;ESTUPRO;0
212;8;2021;ARNIQUEIRA;ESTUPRO;1
213;9;2021;ARNIQUEIRA;ESTUPRO;0
214;10;2021;ARNIQUEIRA;ESTUPRO;0
215;11;2021;ARNIQUEIRA;ESTUPRO;1
216;12;2021;ARNIQUEIRA;ESTUPRO;0
217;1;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;0
218;2;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;3
219;3;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;0
220;4;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;1
221;5;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;0
222;6;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;0
223;7;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;0
224;8;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;2
225;9;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;0
226;10;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;0
227;11;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;1
228;12;2021;ARNIQUEIRA;FURTO A TRANSEUNTE;0
229;1;2021;ARNIQUEIRA;FURTO EM VEÍCULO;3
230;2;2021;ARNIQUEIRA;FURTO EM VEÍCULO;6
231;3;2021;ARNIQUEIRA;FURTO EM VEÍCULO;4
232;4;2021;ARNIQUEIRA;FURTO EM VEÍCULO;6
233;5;2021;ARNIQUEIRA;FURTO EM VEÍCULO;1
234;6;2021;ARNIQUEIRA;FURTO EM VEÍCULO;1
235;7;2021;ARNIQUEIRA;FURTO EM VEÍCULO;3
236;8;2021;ARNIQUEIRA;FURTO EM VEÍCULO;3
237;9;2021;ARNIQUEIRA;FURTO EM VEÍCULO;5
238;10;2021;ARNIQUEIRA;FURTO EM VEÍCULO;2
239;11;2021;ARNIQUEIRA;FURTO EM VEÍCULO;9
240;12;2021;ARNIQUEIRA;FURTO EM VEÍCULO;4
241;1;2021;ARNIQUEIRA;HOMICÍDIO;1
242;2;2021;ARNIQUEIRA;HOMICÍDIO;0
243;3;2021;ARNIQUEIRA;HOMICÍDIO;0
244;4;2021;ARNIQUEIRA;HOMICÍDIO;0
245;5;2021;ARNIQUEIRA;HOMICÍDIO;0
246;6;2021;ARNIQUEIRA;HOMICÍDIO;0
247;7;2021;ARNIQUEIRA;HOMICÍDIO;1
248;8;2021;ARNIQUEIRA;HOMICÍDIO;1
249;9;2021;ARNIQUEIRA;HOMICÍDIO;0
250;10;2021;ARNIQUEIRA;HOMICÍDIO;1
251;11;2021;ARNIQUEIRA;HOMICÍDIO;0
252;12;2021;ARNIQUEIRA;HOMICÍDIO;0
253;1;2021;ARNIQUEIRA;LATROCÍNIO;0
254;2;2021;ARNIQUEIRA;LATROCÍNIO;0
255;3;2021;ARNIQUEIRA;LATROCÍNIO;0
256;4;2021;ARNIQUEIRA;LATROCÍNIO;0
257;5;2021;ARNIQUEIRA;LATROCÍNIO;0
258;6;2021;ARNIQUEIRA;LATROCÍNIO;0
259;7;2021;ARNIQUEIRA;LATROCÍNIO;0
260;8;2021;ARNIQUEIRA;LATROCÍNIO;0
261;9;2021;ARNIQUEIRA;LATROCÍNIO;0
262;10;2021;ARNIQUEIRA;LATROCÍNIO;0
263;11;2021;ARNIQUEIRA;LATROCÍNIO;0
264;12;2021;ARNIQUEIRA;LATROCÍNIO;0
265;1;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
266;2;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
267;3;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
268;4;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
269;5;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
270;6;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
271;7;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
272;8;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
273;9;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
274;10;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
275;11;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
276;12;2021;ARNIQUEIRA;LESÃO CORPORAL SEG. DE MORTE;0
277;1;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;2
278;2;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
279;3;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;5
280;4;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;5
281;5;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;2
282;6;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
283;7;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
284;8;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;5
285;9;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;4
286;10;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;5
287;11;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
288;12;2021;ARNIQUEIRA;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;2
289;1;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;0
290;2;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;4
291;3;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;2
292;4;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;0
293;5;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
294;6;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;0
295;7;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
296;8;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;2
297;9;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
298;10;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;0
299;11;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
300;12;2021;ARNIQUEIRA;POSSE/PORTE DE ARMA;1
301;1;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;11
302;2;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;8
303;3;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;6
304;4;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;9
305;5;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;3
306;6;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;0
307;7;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;4
308;8;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;15
309;9;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;21
310;10;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;23
311;11;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;6
312;12;2021;ARNIQUEIRA;ROUBO A TRANSEUNTE;6
313;1;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;2
314;2;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;1
315;3;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;1
316;4;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;2
317;5;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;0
318;6;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;1
319;7;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;0
320;8;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;5
321;9;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;2
322;10;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;4
323;11;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;0
324;12;2021;ARNIQUEIRA;ROUBO DE VEÍCULO;1
325;1;2021;ARNIQUEIRA;ROUBO EM COLETIVO;1
326;2;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
327;3;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
328;4;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
329;5;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
330;6;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
331;7;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
332;8;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
333;9;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
334;10;2021;ARNIQUEIRA;ROUBO EM COLETIVO;1
335;11;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
336;12;2021;ARNIQUEIRA;ROUBO EM COLETIVO;0
337;1;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;2
338;2;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
339;3;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;1
340;4;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
341;5;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
342;6;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
343;7;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
344;8;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
345;9;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;2
346;10;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;1
347;11;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;0
348;12;2021;ARNIQUEIRA;ROUBO EM COMÉRCIO;2
349;1;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
350;2;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
351;3;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
352;4;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
353;5;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
354;6;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
355;7;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;1
356;8;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;1
357;9;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
358;10;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
359;11;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
360;12;2021;ARNIQUEIRA;ROUBO EM RESIDÊNCIA;0
361;1;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;1
362;2;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
363;3;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;2
364;4;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
365;5;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
366;6;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
367;7;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
368;8;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;1
369;9;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;1
370;10;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
371;11;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;2
372;12;2021;ARNIQUEIRA;TENTATIVA DE HOMICÍDIO;0
373;1;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
374;2;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
375;3;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
376;4;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
377;5;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
378;6;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
379;7;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
380;8;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
381;9;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
382;10;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
383;11;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
384;12;2021;ARNIQUEIRA;TENTATIVA DE LATROCÍNIO;0
385;1;2021;ARNIQUEIRA;TRÁFICO DE DROGAS;4
