id;mes;ano;RegiaoAdministrativa;natureza;quantidade
7322;2;2020;GUARÁ;TRÁFICO DE DROGAS;2
7323;3;2020;GUARÁ;TRÁFICO DE DROGAS;0
7324;4;2020;GUARÁ;TRÁFICO DE DROGAS;0
7325;5;2020;GUARÁ;TRÁFICO DE DROGAS;2
7326;6;2020;GUARÁ;TRÁFICO DE DROGAS;0
7327;7;2020;GUARÁ;TRÁFICO DE DROGAS;2
7328;8;2020;GUARÁ;TRÁFICO DE DROGAS;0
7329;9;2020;GUARÁ;TRÁFICO DE DROGAS;1
7330;10;2020;GUARÁ;TRÁFICO DE DROGAS;0
7331;11;2020;GUARÁ;TRÁFICO DE DROGAS;0
7332;12;2020;GUARÁ;TRÁFICO DE DROGAS;1
7333;1;2020;GUARÁ;USO E PORTE DE DROGAS;0
7334;2;2020;GUARÁ;USO E PORTE DE DROGAS;0
7335;3;2020;GUARÁ;USO E PORTE DE DROGAS;1
7336;4;2020;GUARÁ;USO E PORTE DE DROGAS;0
7337;5;2020;GUARÁ;USO E PORTE DE DROGAS;1
7338;6;2020;GUARÁ;USO E PORTE DE DROGAS;0
7339;7;2020;GUARÁ;USO E PORTE DE DROGAS;1
7340;8;2020;GUARÁ;USO E PORTE DE DROGAS;1
7341;9;2020;GUARÁ;USO E PORTE DE DROGAS;2
7342;10;2020;GUARÁ;USO E PORTE DE DROGAS;2
7343;11;2020;GUARÁ;USO E PORTE DE DROGAS;5
7344;12;2020;GUARÁ;USO E PORTE DE DROGAS;4
7345;1;2021;GUARÁ;ESTUPRO;1
7346;2;2021;GUARÁ;ESTUPRO;0
7347;3;2021;GUARÁ;ESTUPRO;0
7348;4;2021;GUARÁ;ESTUPRO;0
7349;5;2021;GUARÁ;ESTUPRO;0
7350;6;2021;GUARÁ;ESTUPRO;0
7351;7;2021;GUARÁ;ESTUPRO;1
7352;8;2021;GUARÁ;ESTUPRO;1
7353;9;2021;GUARÁ;ESTUPRO;1
7354;10;2021;GUARÁ;ESTUPRO;0
7355;11;2021;GUARÁ;ESTUPRO;0
7356;12;2021;GUARÁ;ESTUPRO;0
7357;1;2021;GUARÁ;FURTO A TRANSEUNTE;0
7358;2;2021;GUARÁ;FURTO A TRANSEUNTE;0
7359;3;2021;GUARÁ;FURTO A TRANSEUNTE;0
7360;4;2021;GUARÁ;FURTO A TRANSEUNTE;0
7361;5;2021;GUARÁ;FURTO A TRANSEUNTE;1
7362;6;2021;GUARÁ;FURTO A TRANSEUNTE;0
7363;7;2021;GUARÁ;FURTO A TRANSEUNTE;0
7364;8;2021;GUARÁ;FURTO A TRANSEUNTE;0
7365;9;2021;GUARÁ;FURTO A TRANSEUNTE;1
7366;10;2021;GUARÁ;FURTO A TRANSEUNTE;0
7367;11;2021;GUARÁ;FURTO A TRANSEUNTE;0
7368;12;2021;GUARÁ;FURTO A TRANSEUNTE;0
7369;1;2021;GUARÁ;FURTO EM VEÍCULO;1
7370;2;2021;GUARÁ;FURTO EM VEÍCULO;1
7371;3;2021;GUARÁ;FURTO EM VEÍCULO;0
7372;4;2021;GUARÁ;FURTO EM VEÍCULO;2
7373;5;2021;GUARÁ;FURTO EM VEÍCULO;0
7374;6;2021;GUARÁ;FURTO EM VEÍCULO;1
7375;7;2021;GUARÁ;FURTO EM VEÍCULO;2
7376;8;2021;GUARÁ;FURTO EM VEÍCULO;0
7377;9;2021;GUARÁ;FURTO EM VEÍCULO;1
7378;10;2021;GUARÁ;FURTO EM VEÍCULO;0
7379;11;2021;GUARÁ;FURTO EM VEÍCULO;0
7380;12;2021;GUARÁ;FURTO EM VEÍCULO;0
7381;1;2021;GUARÁ;HOMICÍDIO;1
7382;2;2021;GUARÁ;HOMICÍDIO;1
7383;3;2021;GUARÁ;HOMICÍDIO;1
7384;4;2021;GUARÁ;HOMICÍDIO;0
7385;5;2021;GUARÁ;HOMICÍDIO;0
7386;6;2021;GUARÁ;HOMICÍDIO;0
7387;7;2021;GUARÁ;HOMICÍDIO;0
7388;8;2021;GUARÁ;HOMICÍDIO;0
7389;9;2021;GUARÁ;HOMICÍDIO;0
7390;10;2021;GUARÁ;HOMICÍDIO;0
7391;11;2021;GUARÁ;HOMICÍDIO;0
7392;12;2021;GUARÁ;HOMICÍDIO;0
7393;1;2021;GUARÁ;LATROCÍNIO;0
7394;2;2021;GUARÁ;LATROCÍNIO;0
7395;3;2021;GUARÁ;LATROCÍNIO;0
7396;4;2021;GUARÁ;LATROCÍNIO;0
7397;5;2021;GUARÁ;LATROCÍNIO;0
7398;6;2021;GUARÁ;LATROCÍNIO;0
7399;7;2021;GUARÁ;LATROCÍNIO;0
7400;8;2021;GUARÁ;LATROCÍNIO;0
7401;9;2021;GUARÁ;LATROCÍNIO;0
7402;10;2021;GUARÁ;LATROCÍNIO;0
7403;11;2021;GUARÁ;LATROCÍNIO;0
7404;12;2021;GUARÁ;LATROCÍNIO;0
7405;1;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7406;2;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7407;3;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7408;4;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7409;5;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7410;6;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7411;7;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7412;8;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7413;9;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7414;10;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7415;11;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7416;12;2021;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7417;1;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7418;2;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;4
7419;3;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;3
7420;4;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7421;5;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7422;6;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7423;7;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7424;8;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7425;9;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
7426;10;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7427;11;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7428;12;2021;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7429;1;2021;GUARÁ;POSSE/PORTE DE ARMA;3
7430;2;2021;GUARÁ;POSSE/PORTE DE ARMA;1
7431;3;2021;GUARÁ;POSSE/PORTE DE ARMA;2
7432;4;2021;GUARÁ;POSSE/PORTE DE ARMA;0
7433;5;2021;GUARÁ;POSSE/PORTE DE ARMA;2
7434;6;2021;GUARÁ;POSSE/PORTE DE ARMA;2
7435;7;2021;GUARÁ;POSSE/PORTE DE ARMA;2
7436;8;2021;GUARÁ;POSSE/PORTE DE ARMA;0
7437;9;2021;GUARÁ;POSSE/PORTE DE ARMA;3
7438;10;2021;GUARÁ;POSSE/PORTE DE ARMA;2
7439;11;2021;GUARÁ;POSSE/PORTE DE ARMA;0
7440;12;2021;GUARÁ;POSSE/PORTE DE ARMA;1
7441;1;2021;GUARÁ;ROUBO A TRANSEUNTE;0
7442;2;2021;GUARÁ;ROUBO A TRANSEUNTE;1
7443;3;2021;GUARÁ;ROUBO A TRANSEUNTE;1
7444;4;2021;GUARÁ;ROUBO A TRANSEUNTE;3
7445;5;2021;GUARÁ;ROUBO A TRANSEUNTE;0
7446;6;2021;GUARÁ;ROUBO A TRANSEUNTE;1
7447;7;2021;GUARÁ;ROUBO A TRANSEUNTE;0
7448;8;2021;GUARÁ;ROUBO A TRANSEUNTE;0
7449;9;2021;GUARÁ;ROUBO A TRANSEUNTE;0
7450;10;2021;GUARÁ;ROUBO A TRANSEUNTE;1
7451;11;2021;GUARÁ;ROUBO A TRANSEUNTE;1
7452;12;2021;GUARÁ;ROUBO A TRANSEUNTE;0
7453;1;2021;GUARÁ;ROUBO DE VEÍCULO;0
7454;2;2021;GUARÁ;ROUBO DE VEÍCULO;0
7455;3;2021;GUARÁ;ROUBO DE VEÍCULO;0
7456;4;2021;GUARÁ;ROUBO DE VEÍCULO;0
7457;5;2021;GUARÁ;ROUBO DE VEÍCULO;0
7458;6;2021;GUARÁ;ROUBO DE VEÍCULO;0
7459;7;2021;GUARÁ;ROUBO DE VEÍCULO;0
7460;8;2021;GUARÁ;ROUBO DE VEÍCULO;1
7461;9;2021;GUARÁ;ROUBO DE VEÍCULO;0
7462;10;2021;GUARÁ;ROUBO DE VEÍCULO;0
7463;11;2021;GUARÁ;ROUBO DE VEÍCULO;0
7464;12;2021;GUARÁ;ROUBO DE VEÍCULO;0
7465;1;2021;GUARÁ;ROUBO EM COLETIVO;0
7466;2;2021;GUARÁ;ROUBO EM COLETIVO;0
7467;3;2021;GUARÁ;ROUBO EM COLETIVO;0
7468;4;2021;GUARÁ;ROUBO EM COLETIVO;0
7469;5;2021;GUARÁ;ROUBO EM COLETIVO;0
7470;6;2021;GUARÁ;ROUBO EM COLETIVO;0
7471;7;2021;GUARÁ;ROUBO EM COLETIVO;0
7472;8;2021;GUARÁ;ROUBO EM COLETIVO;0
7473;9;2021;GUARÁ;ROUBO EM COLETIVO;0
7474;10;2021;GUARÁ;ROUBO EM COLETIVO;0
7475;11;2021;GUARÁ;ROUBO EM COLETIVO;0
7476;12;2021;GUARÁ;ROUBO EM COLETIVO;0
7477;1;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7478;2;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7479;3;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7480;4;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7481;5;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7482;6;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7483;7;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7484;8;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7485;9;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7486;10;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7487;11;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7488;12;2021;GUARÁ;ROUBO EM COMÉRCIO;0
7489;1;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7490;2;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7491;3;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7492;4;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7493;5;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7494;6;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7495;7;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7496;8;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7497;9;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7498;10;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7499;11;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7500;12;2021;GUARÁ;ROUBO EM RESIDÊNCIA;0
7501;1;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;2
7502;2;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7503;3;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7504;4;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7505;5;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;1
7506;6;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;1
7507;7;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;1
7508;8;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;2
7509;9;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7510;10;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;1
7511;11;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7512;12;2021;GUARÁ;TENTATIVA DE HOMICÍDIO;1
7513;1;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7514;2;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7515;3;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7516;4;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7517;5;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7518;6;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7519;7;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7520;8;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7521;9;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7522;10;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7523;11;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7524;12;2021;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7525;1;2021;GUARÁ;TRÁFICO DE DROGAS;1
7526;2;2021;GUARÁ;TRÁFICO DE DROGAS;1
7527;3;2021;GUARÁ;TRÁFICO DE DROGAS;2
7528;4;2021;GUARÁ;TRÁFICO DE DROGAS;1
7529;5;2021;GUARÁ;TRÁFICO DE DROGAS;1
7530;6;2021;GUARÁ;TRÁFICO DE DROGAS;1
7531;7;2021;GUARÁ;TRÁFICO DE DROGAS;1
7532;8;2021;GUARÁ;TRÁFICO DE DROGAS;0
7533;9;2021;GUARÁ;TRÁFICO DE DROGAS;0
7534;10;2021;GUARÁ;TRÁFICO DE DROGAS;1
7535;11;2021;GUARÁ;TRÁFICO DE DROGAS;0
7536;12;2021;GUARÁ;TRÁFICO DE DROGAS;0
7537;1;2021;GUARÁ;USO E PORTE DE DROGAS;3
7538;2;2021;GUARÁ;USO E PORTE DE DROGAS;3
7539;3;2021;GUARÁ;USO E PORTE DE DROGAS;2
7540;4;2021;GUARÁ;USO E PORTE DE DROGAS;1
7541;5;2021;GUARÁ;USO E PORTE DE DROGAS;2
7542;6;2021;GUARÁ;USO E PORTE DE DROGAS;0
7543;7;2021;GUARÁ;USO E PORTE DE DROGAS;1
7544;8;2021;GUARÁ;USO E PORTE DE DROGAS;0
7545;9;2021;GUARÁ;USO E PORTE DE DROGAS;1
7546;10;2021;GUARÁ;USO E PORTE DE DROGAS;1
7547;11;2021;GUARÁ;USO E PORTE DE DROGAS;2
7548;12;2021;GUARÁ;USO E PORTE DE DROGAS;2
7549;1;2022;GUARÁ;ESTUPRO;0
7550;2;2022;GUARÁ;ESTUPRO;1
7551;3;2022;GUARÁ;ESTUPRO;1
7552;4;2022;GUARÁ;ESTUPRO;0
7553;5;2022;GUARÁ;ESTUPRO;0
7554;6;2022;GUARÁ;ESTUPRO;1
7555;7;2022;GUARÁ;ESTUPRO;0
7556;8;2022;GUARÁ;ESTUPRO;4
7557;9;2022;GUARÁ;ESTUPRO;1
7558;10;2022;GUARÁ;ESTUPRO;0
7559;11;2022;GUARÁ;ESTUPRO;0
7560;12;2022;GUARÁ;ESTUPRO;1
7561;1;2022;GUARÁ;FURTO A TRANSEUNTE;0
7562;2;2022;GUARÁ;FURTO A TRANSEUNTE;0
7563;3;2022;GUARÁ;FURTO A TRANSEUNTE;0
7564;4;2022;GUARÁ;FURTO A TRANSEUNTE;0
7565;5;2022;GUARÁ;FURTO A TRANSEUNTE;0
7566;6;2022;GUARÁ;FURTO A TRANSEUNTE;0
7567;7;2022;GUARÁ;FURTO A TRANSEUNTE;0
7568;8;2022;GUARÁ;FURTO A TRANSEUNTE;0
7569;9;2022;GUARÁ;FURTO A TRANSEUNTE;0
7570;10;2022;GUARÁ;FURTO A TRANSEUNTE;0
7571;11;2022;GUARÁ;FURTO A TRANSEUNTE;0
7572;12;2022;GUARÁ;FURTO A TRANSEUNTE;0
7573;1;2022;GUARÁ;FURTO EM VEÍCULO;1
7574;2;2022;GUARÁ;FURTO EM VEÍCULO;0
7575;3;2022;GUARÁ;FURTO EM VEÍCULO;0
7576;4;2022;GUARÁ;FURTO EM VEÍCULO;1
7577;5;2022;GUARÁ;FURTO EM VEÍCULO;0
7578;6;2022;GUARÁ;FURTO EM VEÍCULO;0
7579;7;2022;GUARÁ;FURTO EM VEÍCULO;0
7580;8;2022;GUARÁ;FURTO EM VEÍCULO;1
7581;9;2022;GUARÁ;FURTO EM VEÍCULO;0
7582;10;2022;GUARÁ;FURTO EM VEÍCULO;2
7583;11;2022;GUARÁ;FURTO EM VEÍCULO;0
7584;12;2022;GUARÁ;FURTO EM VEÍCULO;2
7585;1;2022;GUARÁ;HOMICÍDIO;1
7586;2;2022;GUARÁ;HOMICÍDIO;0
7587;3;2022;GUARÁ;HOMICÍDIO;0
7588;4;2022;GUARÁ;HOMICÍDIO;0
7589;5;2022;GUARÁ;HOMICÍDIO;2
7590;6;2022;GUARÁ;HOMICÍDIO;0
7591;7;2022;GUARÁ;HOMICÍDIO;0
7592;8;2022;GUARÁ;HOMICÍDIO;0
7593;9;2022;GUARÁ;HOMICÍDIO;0
7594;10;2022;GUARÁ;HOMICÍDIO;0
7595;11;2022;GUARÁ;HOMICÍDIO;1
7596;12;2022;GUARÁ;HOMICÍDIO;0
7597;1;2022;GUARÁ;LATROCÍNIO;0
7598;2;2022;GUARÁ;LATROCÍNIO;0
7599;3;2022;GUARÁ;LATROCÍNIO;0
7600;4;2022;GUARÁ;LATROCÍNIO;0
7601;5;2022;GUARÁ;LATROCÍNIO;0
7602;6;2022;GUARÁ;LATROCÍNIO;0
7603;7;2022;GUARÁ;LATROCÍNIO;0
7604;8;2022;GUARÁ;LATROCÍNIO;0
7605;9;2022;GUARÁ;LATROCÍNIO;0
7606;10;2022;GUARÁ;LATROCÍNIO;0
7607;11;2022;GUARÁ;LATROCÍNIO;0
7608;12;2022;GUARÁ;LATROCÍNIO;0
7609;1;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7610;2;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7611;3;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7612;4;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7613;5;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7614;6;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7615;7;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7616;8;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7617;9;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7618;10;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7619;11;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7620;12;2022;GUARÁ;LESÃO CORPORAL SEG. DE MORTE;0
7621;1;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;3
7622;2;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7623;3;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
7624;4;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7625;5;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;3
7626;6;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
7627;7;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;2
7628;8;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7629;9;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
7630;10;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
7631;11;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;0
7632;12;2022;GUARÁ;LOCALIZAÇÃO DE VEICULO FURTADO OU ROUBADO;1
7633;1;2022;GUARÁ;POSSE/PORTE DE ARMA;0
7634;2;2022;GUARÁ;POSSE/PORTE DE ARMA;1
7635;3;2022;GUARÁ;POSSE/PORTE DE ARMA;0
7636;4;2022;GUARÁ;POSSE/PORTE DE ARMA;0
7637;5;2022;GUARÁ;POSSE/PORTE DE ARMA;0
7638;6;2022;GUARÁ;POSSE/PORTE DE ARMA;0
7639;7;2022;GUARÁ;POSSE/PORTE DE ARMA;3
7640;8;2022;GUARÁ;POSSE/PORTE DE ARMA;0
7641;9;2022;GUARÁ;POSSE/PORTE DE ARMA;3
7642;10;2022;GUARÁ;POSSE/PORTE DE ARMA;0
7643;11;2022;GUARÁ;POSSE/PORTE DE ARMA;1
7644;12;2022;GUARÁ;POSSE/PORTE DE ARMA;1
7645;1;2022;GUARÁ;ROUBO A TRANSEUNTE;2
7646;2;2022;GUARÁ;ROUBO A TRANSEUNTE;0
7647;3;2022;GUARÁ;ROUBO A TRANSEUNTE;1
7648;4;2022;GUARÁ;ROUBO A TRANSEUNTE;0
7649;5;2022;GUARÁ;ROUBO A TRANSEUNTE;0
7650;6;2022;GUARÁ;ROUBO A TRANSEUNTE;1
7651;7;2022;GUARÁ;ROUBO A TRANSEUNTE;0
7652;8;2022;GUARÁ;ROUBO A TRANSEUNTE;0
7653;9;2022;GUARÁ;ROUBO A TRANSEUNTE;0
7654;10;2022;GUARÁ;ROUBO A TRANSEUNTE;1
7655;11;2022;GUARÁ;ROUBO A TRANSEUNTE;0
7656;12;2022;GUARÁ;ROUBO A TRANSEUNTE;1
7657;1;2022;GUARÁ;ROUBO DE VEÍCULO;1
7658;2;2022;GUARÁ;ROUBO DE VEÍCULO;1
7659;3;2022;GUARÁ;ROUBO DE VEÍCULO;1
7660;4;2022;GUARÁ;ROUBO DE VEÍCULO;0
7661;5;2022;GUARÁ;ROUBO DE VEÍCULO;2
7662;6;2022;GUARÁ;ROUBO DE VEÍCULO;0
7663;7;2022;GUARÁ;ROUBO DE VEÍCULO;0
7664;8;2022;GUARÁ;ROUBO DE VEÍCULO;0
7665;9;2022;GUARÁ;ROUBO DE VEÍCULO;2
7666;10;2022;GUARÁ;ROUBO DE VEÍCULO;1
7667;11;2022;GUARÁ;ROUBO DE VEÍCULO;0
7668;12;2022;GUARÁ;ROUBO DE VEÍCULO;0
7669;1;2022;GUARÁ;ROUBO EM COLETIVO;0
7670;2;2022;GUARÁ;ROUBO EM COLETIVO;0
7671;3;2022;GUARÁ;ROUBO EM COLETIVO;0
7672;4;2022;GUARÁ;ROUBO EM COLETIVO;0
7673;5;2022;GUARÁ;ROUBO EM COLETIVO;0
7674;6;2022;GUARÁ;ROUBO EM COLETIVO;0
7675;7;2022;GUARÁ;ROUBO EM COLETIVO;0
7676;8;2022;GUARÁ;ROUBO EM COLETIVO;0
7677;9;2022;GUARÁ;ROUBO EM COLETIVO;0
7678;10;2022;GUARÁ;ROUBO EM COLETIVO;0
7679;11;2022;GUARÁ;ROUBO EM COLETIVO;0
7680;12;2022;GUARÁ;ROUBO EM COLETIVO;0
7681;1;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7682;2;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7683;3;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7684;4;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7685;5;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7686;6;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7687;7;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7688;8;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7689;9;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7690;10;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7691;11;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7692;12;2022;GUARÁ;ROUBO EM COMÉRCIO;0
7693;1;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7694;2;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7695;3;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7696;4;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7697;5;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7698;6;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7699;7;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7700;8;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7701;9;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7702;10;2022;GUARÁ;ROUBO EM RESIDÊNCIA;1
7703;11;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7704;12;2022;GUARÁ;ROUBO EM RESIDÊNCIA;0
7705;1;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;1
7706;2;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7707;3;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;2
7708;4;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7709;5;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;1
7710;6;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7711;7;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7712;8;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;1
7713;9;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7714;10;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7715;11;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;0
7716;12;2022;GUARÁ;TENTATIVA DE HOMICÍDIO;1
7717;1;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7718;2;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7719;3;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7720;4;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7721;5;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7722;6;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7723;7;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7724;8;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7725;9;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7726;10;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7727;11;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;0
7728;12;2022;GUARÁ;TENTATIVA DE LATROCÍNIO;1
7729;1;2022;GUARÁ;TRÁFICO DE DROGAS;0
7730;2;2022;GUARÁ;TRÁFICO DE DROGAS;0
7731;3;2022;GUARÁ;TRÁFICO DE DROGAS;0
7732;4;2022;GUARÁ;TRÁFICO DE DROGAS;0
7733;5;2022;GUARÁ;TRÁFICO DE DROGAS;1
7734;6;2022;GUARÁ;TRÁFICO DE DROGAS;2
7735;7;2022;GUARÁ;TRÁFICO DE DROGAS;1
7736;8;2022;GUARÁ;TRÁFICO DE DROGAS;1
7737;9;2022;GUARÁ;TRÁFICO DE DROGAS;0
7738;10;2022;GUARÁ;TRÁFICO DE DROGAS;0
7739;11;2022;GUARÁ;TRÁFICO DE DROGAS;0
7740;12;2022;GUARÁ;TRÁFICO DE DROGAS;2
7741;1;2022;GUARÁ;USO E PORTE DE DROGAS;1
7742;2;2022;GUARÁ;USO E PORTE DE DROGAS;0
